 slim_761973446 slim_761973414 slim_761973393 slim_761973435 slim_761973397 slim_761973421 slim_761973404 slim_761973449 slim_761973420 slim_761973438 slim_761973439 slim_761973448 slim_761973401 slim_761973417 slim_761973436 slim_761973406 slim_761973413 slim_761973440 slim_761973444 slim_761973427 slim_761973426 slim_761973452 slim_761973447 slim_761973412 slim_761973451 slim_761973431 slim_761973394 slim_761973453 slim_761973422 slim_761973416 slim_761973396 slim_761973409 slim_761973418 slim_761973437 slim_761973433 slim_761973399 slim_761973443 slim_761973445 slim_761973428 slim_761973450 slim_761973411 slim_761973423 slim_761973407 slim_761973403 slim_761973395 slim_761973408 slim_761973442 slim_761973424 slim_761973398 slim_761973434 slim_761973419 slim_761973402 slim_761973400 slim_761973429 slim_761973415 slim_761973441 slim_761973410 slim_761973425 slim_761973430 slim_761973432 slim_761973405
30 4.885e-05 3.845e-05 4.965e-05 4.395e-05 3.65e-05 2.745e-05 2.88e-05 6.235e-05 5.255e-05 7.835e-05 1.27e-05 2.485e-05 3.67e-05 4.875e-05 6.23e-05 2.85e-05 2.875e-05 1.27e-05 6.225e-05 2.915e-05 4.875e-05 3.83e-05 5.895e-05 1.48e-05 1.435e-05 3.5e-05 2.92e-05 5.68e-05 1.445e-05 3.035e-05 2.15e-05 3.32e-05 2.925e-05 1.445e-05 3.32e-05 1.27e-05 3.64e-05 6.23e-05 2.925e-05 1.44e-05 3.535e-05 3.65e-05 2.86e-05 2e-05 2.485e-05 3.16e-05 3.67e-05 3.875e-05 4.685e-05 4.975e-05 5.305e-05 2.75e-05 1.265e-05 3.325e-05 2.305e-05 3.835e-05 2.855e-05 1.485e-05 2.76e-05 3.5e-05 5.245e-05
31 5.435e-05 3.77e-05 3.74e-05 5.11e-05 3.255e-05 4.695e-05 4.54e-05 4.18e-05 5.245e-05 5.21e-05 3.48e-05 5.01e-05 4.235e-05 5.425e-05 4.175e-05 4.495e-05 4.535e-05 3.815e-05 4.17e-05 4.225e-05 5.425e-05 3.755e-05 3.285e-05 3.37e-05 3.33e-05 2.87e-05 4.225e-05 6.075e-05 3.35e-05 4.055e-05 3.32e-05 4.6e-05 4.235e-05 3.345e-05 3.29e-05 2.84e-05 4.935e-05 4.175e-05 4.235e-05 3.335e-05 4.665e-05 3e-05 3.55e-05 4.53e-05 5.01e-05 3.62e-05 4.175e-05 3.575e-05 4.61e-05 3.72e-05 4.635e-05 4.7e-05 2.84e-05 3.335e-05 5.475e-05 3.76e-05 3.54e-05 3.165e-05 4.71e-05 2.83e-05 3.7e-05
32 5.285e-05 4.515e-05 3.915e-05 2.135e-05 4.825e-05 2.61e-05 3.475e-05 6.875e-05 6.165e-05 8.075e-05 2.89e-05 2.925e-05 4.98e-05 5.275e-05 6.87e-05 3.445e-05 3.47e-05 2.605e-05 6.865e-05 2.135e-05 5.275e-05 4.505e-05 6.29e-05 2.17e-05 2.135e-05 3.92e-05 2.145e-05 5.545e-05 2.135e-05 2.99e-05 2.925e-05 4.235e-05 4.27e-05 2.15e-05 4.39e-05 2.475e-05 2.865e-05 6.87e-05 2.14e-05 2.14e-05 3.89e-05 3.91e-05 3.31e-05 3.335e-05 2.925e-05 4.32e-05 4.96e-05 4.715e-05 4.7e-05 3.93e-05 4.5e-05 2.615e-05 2.46e-05 4.39e-05 3.375e-05 4.5e-05 3.3e-05 2.355e-05 2.59e-05 3.925e-05 4.77e-05
33 4.865e-05 3.145e-05 4.88e-05 4.255e-05 3.67e-05 3.01e-05 2.95e-05 6.235e-05 5.615e-05 7.845e-05 1.215e-05 1.765e-05 4.005e-05 4.855e-05 6.23e-05 2.935e-05 2.945e-05 9e-06 6.225e-05 2.14e-05 4.855e-05 3.14e-05 5.88e-05 7e-07 3.5e-07 2.78e-05 2.15e-05 5.645e-05 3.5e-07 2.07e-05 1.445e-05 3.345e-05 2.15e-05 7e-07 3.665e-05 5.9e-06 2.865e-05 6.23e-05 2.155e-05 4e-07 2.545e-05 2.97e-05 2.615e-05 1.63e-05 1.765e-05 2.41e-05 4.02e-05 3.54e-05 4.71e-05 4.915e-05 5.235e-05 3.015e-05 5.85e-06 3.645e-05 2.62e-05 3.13e-05 2.605e-05 4.45e-06 3.005e-05 2.805e-05 5.005e-05
34 5.475e-05 4.44e-05 4.17e-05 5.09e-05 4.27e-05 4.155e-05 4.205e-05 5.19e-05 5.2e-05 6.175e-05 3.51e-05 4.7e-05 4.22e-05 5.465e-05 5.185e-05 4.175e-05 4.19e-05 3.45e-05 5.18e-05 4.38e-05 5.465e-05 4.425e-05 4.23e-05 3.7e-05 3.66e-05 3.475e-05 4.37e-05 6.12e-05 3.68e-05 4.405e-05 3.32e-05 3.29e-05 4.39e-05 3.665e-05 6.44e-05 3.515e-05 5.09e-05 5.185e-05 4.39e-05 3.665e-05 5.045e-05 3.64e-05 4.255e-05 4.175e-05 4.7e-05 4.255e-05 4.255e-05 4.26e-05 4.64e-05 4.165e-05 5.13e-05 4.17e-05 3.525e-05 3.255e-05 4.49e-05 4.43e-05 4.245e-05 3.51e-05 4.195e-05 3.455e-05 4.365e-05
35 4.855e-05 3.16e-05 4.72e-05 4.335e-05 3.13e-05 3.135e-05 3.065e-05 5.705e-05 5.45e-05 7.345e-05 1.24e-05 2.285e-05 3.825e-05 4.855e-05 5.7e-05 3.045e-05 3.06e-05 1.27e-05 5.695e-05 2.465e-05 4.845e-05 3.16e-05 5.415e-05 6.15e-06 5.85e-06 2.865e-05 2.455e-05 5.655e-05 6.05e-06 2.39e-05 1.27e-05 2.84e-05 2.475e-05 5.9e-06 3.515e-05 1.13e-05 3.165e-05 5.7e-05 2.475e-05 5.9e-06 2.83e-05 3.005e-05 2.37e-05 1.975e-05 2.285e-05 2.495e-05 3.795e-05 3.37e-05 4.67e-05 4.71e-05 5.01e-05 3.14e-05 5.8e-06 3.53e-05 2.96e-05 3.15e-05 2.375e-05 8.2e-06 3.155e-05 2.855e-05 4.795e-05
36 5.99e-05 5.22e-05 4.635e-05 2.855e-05 5.515e-05 3.31e-05 3.455e-05 7.555e-05 6.16e-05 8.06e-05 3.605e-05 3.64e-05 5.67e-05 5.99e-05 7.55e-05 3.44e-05 3.45e-05 3.32e-05 7.545e-05 2.855e-05 5.98e-05 5.22e-05 6.995e-05 2.85e-05 2.855e-05 4.65e-05 2.86e-05 5.555e-05 2.865e-05 3e-05 3.64e-05 4.935e-05 2.865e-05 2.865e-05 5.09e-05 3.165e-05 5.67e-05 7.55e-05 2.87e-05 2.86e-05 3.86e-05 4.63e-05 3.295e-05 3.31e-05 3.64e-05 5.05e-05 5.65e-05 5.43e-05 5.39e-05 4.62e-05 5.195e-05 3.315e-05 3.165e-05 5.105e-05 4.09e-05 5.205e-05 3.295e-05 3.085e-05 3.32e-05 4.64e-05 4.765e-05
37 4.795e-05 3.125e-05 5.345e-05 7.495e-05 2.61e-05 7.36e-05 7.1e-05 1.5e-07 6.785e-05 3.205e-05 6.365e-05 7.9e-05 3.625e-05 4.81e-05 1e-07 7.075e-05 7.095e-05 6.73e-05 5e-08 6.86e-05 4.79e-05 3.135e-05 1.61e-05 6.235e-05 6.215e-05 4.725e-05 6.86e-05 5.52e-05 6.235e-05 6.605e-05 6.23e-05 4.175e-05 6.87e-05 6.23e-05 5.185e-05 5.7e-05 7.55e-05 1e-07 6.87e-05 6.22e-05 5.24e-05 4.51e-05 6.075e-05 7.425e-05 7.9e-05 3.855e-05 3.53e-05 2.715e-05 6.14e-05 5.305e-05 3.745e-05 7.365e-05 5.7e-05 5.22e-05 8.395e-05 3.12e-05 6.095e-05 5.82e-05 7.375e-05 4.695e-05 4.885e-05
38 5.285e-05 4.51e-05 3.915e-05 2.135e-05 4.825e-05 2.61e-05 3.475e-05 6.875e-05 6.165e-05 8.075e-05 2.895e-05 2.925e-05 4.98e-05 5.275e-05 6.87e-05 3.445e-05 3.47e-05 2.61e-05 6.865e-05 2.14e-05 5.275e-05 4.505e-05 6.29e-05 2.18e-05 2.135e-05 3.925e-05 2.145e-05 5.545e-05 2.145e-05 2.985e-05 2.925e-05 4.235e-05 2.14e-05 2.155e-05 4.39e-05 2.475e-05 2.87e-05 6.87e-05 4.27e-05 2.135e-05 3.895e-05 3.915e-05 3.31e-05 3.34e-05 2.925e-05 4.325e-05 4.96e-05 4.715e-05 4.7e-05 3.93e-05 4.5e-05 2.615e-05 2.46e-05 4.39e-05 3.375e-05 4.505e-05 3.3e-05 2.36e-05 2.595e-05 3.93e-05 4.77e-05
39 4.85e-05 3.125e-05 4.865e-05 4.245e-05 3.67e-05 3.01e-05 2.95e-05 6.225e-05 5.615e-05 7.835e-05 1.205e-05 1.76e-05 4.005e-05 4.84e-05 6.22e-05 2.935e-05 2.945e-05 9e-06 6.215e-05 2.13e-05 4.84e-05 3.125e-05 5.865e-05 6.5e-07 1.5e-07 2.765e-05 2.15e-05 5.63e-05 2.5e-07 2.05e-05 1.44e-05 3.335e-05 2.14e-05 4e-07 3.665e-05 5.9e-06 2.86e-05 6.22e-05 2.135e-05 3e-07 2.54e-05 2.96e-05 2.605e-05 1.635e-05 1.76e-05 2.395e-05 4.01e-05 3.525e-05 4.7e-05 4.905e-05 5.225e-05 3.015e-05 5.7e-06 3.64e-05 2.615e-05 3.12e-05 2.595e-05 4.3e-06 2.995e-05 2.795e-05 4.995e-05
40 5.595e-05 3.905e-05 5.72e-05 5.225e-05 4.195e-05 4.56e-05 3.635e-05 5.245e-05 6.07e-05 6.755e-05 3.48e-05 4.24e-05 4.575e-05 5.605e-05 5.24e-05 3.63e-05 3.63e-05 3.22e-05 5.235e-05 3.88e-05 5.585e-05 3.91e-05 5.74e-05 2.525e-05 2.535e-05 4.39e-05 3.885e-05 5.585e-05 2.545e-05 2.97e-05 3.535e-05 4.665e-05 3.89e-05 2.545e-05 5.045e-05 2.83e-05 3.86e-05 5.24e-05 3.895e-05 2.54e-05 4.97e-05 4.365e-05 3.25e-05 3.205e-05 4.24e-05 3.75e-05 4.53e-05 3.9e-05 6.035e-05 5.695e-05 5.225e-05 4.565e-05 2.83e-05 5.065e-05 4.91e-05 3.89e-05 3.26e-05 2.545e-05 4.57e-05 4.375e-05 4.79e-05
41 5.435e-05 3.745e-05 3.915e-05 4.855e-05 3.765e-05 4.57e-05 4.42e-05 4.515e-05 5.415e-05 5.54e-05 3.615e-05 4.665e-05 4.405e-05 5.425e-05 4.51e-05 4.39e-05 4.415e-05 3.62e-05 4.505e-05 3.9e-05 5.425e-05 3.735e-05 3.755e-05 2.99e-05 2.955e-05 2.975e-05 3.92e-05 5.915e-05 2.955e-05 3.74e-05 3.65e-05 3e-05 3.91e-05 2.97e-05 3.64e-05 3.005e-05 4.63e-05 4.51e-05 3.915e-05 2.96e-05 4.365e-05 5.91e-05 3.77e-05 4.35e-05 4.665e-05 3.71e-05 4.385e-05 3.735e-05 4.68e-05 3.93e-05 4.675e-05 4.575e-05 2.99e-05 3.64e-05 5.31e-05 3.73e-05 3.76e-05 2.965e-05 4.56e-05 2.98e-05 3.745e-05
42 6.02e-05 4.355e-05 4.5e-05 3.99e-05 4.11e-05 3.77e-05 2.855e-05 6.08e-05 5.265e-05 6.555e-05 3.025e-05 4.28e-05 4.82e-05 6.02e-05 6.075e-05 2.82e-05 2.85e-05 3.085e-05 6.07e-05 3.3e-05 6.01e-05 4.35e-05 5.555e-05 2.61e-05 2.6e-05 3.825e-05 3.3e-05 5.55e-05 2.62e-05 2.38e-05 2.86e-05 3.55e-05 3.31e-05 2.615e-05 4.255e-05 2.37e-05 3.295e-05 6.075e-05 3.31e-05 2.605e-05 3.25e-05 3.77e-05 4.26e-05 3.085e-05 4.28e-05 4.23e-05 4.755e-05 4.285e-05 5.4e-05 4.47e-05 5.025e-05 3.775e-05 2.37e-05 4.29e-05 4.745e-05 4.345e-05 2.14e-05 2.555e-05 3.785e-05 3.795e-05 3.535e-05
43 5.61e-05 4.545e-05 5.86e-05 5.02e-05 4.875e-05 3.325e-05 2.725e-05 7.43e-05 5.405e-05 8.315e-05 1.98e-05 2.7e-05 4.52e-05 5.61e-05 7.425e-05 2.735e-05 2.735e-05 1.635e-05 7.42e-05 3.325e-05 5.6e-05 4.545e-05 7.075e-05 1.625e-05 1.63e-05 4.18e-05 3.32e-05 5.7e-05 1.64e-05 2.745e-05 2e-05 4.53e-05 3.335e-05 1.63e-05 4.175e-05 1.975e-05 3.31e-05 7.425e-05 3.34e-05 1.635e-05 3.205e-05 4.35e-05 3.085e-05 3.22e-05 2.7e-05 3.84e-05 4.58e-05 4.77e-05 5.41e-05 5.865e-05 6.215e-05 3.315e-05 1.985e-05 4.16e-05 2.695e-05 4.53e-05 3.085e-05 1.875e-05 3.335e-05 4.185e-05 5.455e-05
44 4.835e-05 4.84e-05 5.625e-05 4.075e-05 5.34e-05 3.125e-05 3.985e-05 7.905e-05 6.65e-05 9.525e-05 2.27e-05 1.755e-05 5.045e-05 4.825e-05 7.9e-05 3.955e-05 3.98e-05 1.97e-05 7.895e-05 2.915e-05 4.825e-05 4.82e-05 7.55e-05 1.8e-05 1.755e-05 4.48e-05 2.92e-05 5.635e-05 1.765e-05 3.76e-05 2.485e-05 5.01e-05 2.925e-05 1.765e-05 4.7e-05 2.285e-05 3.64e-05 7.9e-05 2.925e-05 1.76e-05 4.24e-05 4.665e-05 4.28e-05 2.7e-05 3.51e-05 4.115e-05 5.045e-05 5.215e-05 4.685e-05 5.655e-05 5.98e-05 3.13e-05 2.28e-05 4.685e-05 1.96e-05 4.83e-05 4.27e-05 2.15e-05 3.13e-05 4.5e-05 6.665e-05
45 4.83e-05 3.13e-05 5.43e-05 6.25e-05 3.2e-05 5.03e-05 4.88e-05 3.86e-05 6.205e-05 6.24e-05 3.095e-05 4.115e-05 3.84e-05 4.82e-05 3.855e-05 4.85e-05 4.875e-05 3.095e-05 3.85e-05 4.31e-05 4.82e-05 3.125e-05 4.245e-05 2.43e-05 2.39e-05 3.505e-05 4.345e-05 6.065e-05 2.38e-05 4.15e-05 3.16e-05 3.62e-05 4.32e-05 2.41e-05 4.255e-05 2.495e-05 5.05e-05 3.855e-05 4.325e-05 2.395e-05 3.75e-05 3.71e-05 4.23e-05 3.84e-05 4.115e-05 4.76e-05 3.83e-05 3.115e-05 5.445e-05 5.48e-05 5.045e-05 5.035e-05 2.465e-05 4.22e-05 4.795e-05 3.115e-05 4.22e-05 2.38e-05 5e-05 3.545e-05 5.48e-05
46 4.81e-05 3.785e-05 5.365e-05 5.885e-05 3.56e-05 4.805e-05 4.84e-05 3.535e-05 6.015e-05 5.945e-05 3.8e-05 5.045e-05 3.635e-05 4.81e-05 3.53e-05 4.805e-05 4.835e-05 3.875e-05 3.525e-05 4.95e-05 4.8e-05 3.78e-05 4.2e-05 4.035e-05 4.005e-05 4.445e-05 4.95e-05 5.56e-05 4.025e-05 4.98e-05 3.67e-05 4.175e-05 4.96e-05 4.02e-05 4.255e-05 3.795e-05 5.65e-05 3.53e-05 4.96e-05 4.01e-05 4.53e-05 4.385e-05 4.755e-05 4.58e-05 5.045e-05 3.83e-05 7.05e-05 3.585e-05 5.37e-05 5.335e-05 4.7e-05 4.81e-05 3.795e-05 4.295e-05 4.895e-05 3.775e-05 4.76e-05 3.83e-05 4.82e-05 4.41e-05 5.34e-05
47 4.805e-05 3.13e-05 4.915e-05 5.89e-05 2.955e-05 5.225e-05 4.985e-05 2.72e-05 6.035e-05 5.14e-05 4e-05 5.215e-05 3.645e-05 4.8e-05 2.715e-05 4.945e-05 4.98e-05 4.045e-05 2.71e-05 4.705e-05 4.795e-05 3.125e-05 3.34e-05 3.56e-05 3.52e-05 3.745e-05 4.72e-05 5.6e-05 3.53e-05 4.455e-05 3.875e-05 3.575e-05 4.715e-05 3.54e-05 4.26e-05 3.37e-05 5.43e-05 2.715e-05 4.715e-05 3.525e-05 3.9e-05 3.735e-05 4.285e-05 4.77e-05 5.215e-05 3.115e-05 3.585e-05 5.4e-05 5.415e-05 4.925e-05 4.295e-05 5.23e-05 3.355e-05 4.26e-05 5.715e-05 3.12e-05 4.285e-05 3.115e-05 5.22e-05 3.75e-05 4.67e-05
48 5.41e-05 5.435e-05 4.66e-05 4.675e-05 5.395e-05 4.685e-05 5.44e-05 6.145e-05 6.45e-05 7.19e-05 4.67e-05 4.685e-05 5.425e-05 5.41e-05 6.14e-05 5.405e-05 5.435e-05 4.705e-05 6.135e-05 4.69e-05 5.4e-05 5.43e-05 5.405e-05 4.725e-05 4.695e-05 4.69e-05 4.69e-05 5.925e-05 4.715e-05 5.44e-05 4.685e-05 4.61e-05 4.7e-05 4.71e-05 4.64e-05 4.67e-05 5.39e-05 6.14e-05 4.7e-05 4.7e-05 6.035e-05 4.68e-05 5.4e-05 5.41e-05 4.685e-05 5.445e-05 5.37e-05 5.415e-05 9.17e-05 4.63e-05 5.4e-05 4.69e-05 4.67e-05 4.68e-05 4.675e-05 5.425e-05 5.405e-05 4.7e-05 4.7e-05 4.655e-05 5.405e-05
49 5.86e-05 5.12e-05 2.955e-05 2.93e-05 4.915e-05 4.16e-05 4.925e-05 5.31e-05 5.955e-05 5.925e-05 5.15e-05 5.655e-05 5.36e-05 5.86e-05 5.305e-05 4.89e-05 4.92e-05 5.16e-05 5.3e-05 3.92e-05 5.85e-05 5.115e-05 4.155e-05 4.93e-05 4.9e-05 3.96e-05 3.92e-05 5.99e-05 4.92e-05 4.675e-05 4.975e-05 3.72e-05 3.93e-05 4.915e-05 4.165e-05 4.71e-05 4.62e-05 5.305e-05 3.93e-05 4.905e-05 5.695e-05 3.93e-05 4.47e-05 5.865e-05 5.655e-05 5.48e-05 5.335e-05 4.925e-05 4.63e-05 5.84e-05 4.11e-05 4.165e-05 4.71e-05 4.2e-05 5.895e-05 5.11e-05 4.47e-05 4.735e-05 4.18e-05 3.93e-05 3.695e-05
50 5.245e-05 4.5e-05 4.14e-05 3.75e-05 4.275e-05 4.765e-05 5.53e-05 3.75e-05 6.73e-05 5.74e-05 5.46e-05 5.98e-05 4.77e-05 5.245e-05 3.745e-05 5.495e-05 5.525e-05 5.51e-05 3.74e-05 4.49e-05 5.235e-05 4.495e-05 4.15e-05 5.25e-05 5.22e-05 4.895e-05 4.49e-05 5.475e-05 5.24e-05 5.25e-05 5.305e-05 4.635e-05 4.5e-05 5.235e-05 5.13e-05 5.01e-05 5.195e-05 3.745e-05 4.5e-05 5.225e-05 5.225e-05 4.675e-05 5.025e-05 6.215e-05 5.98e-05 5.045e-05 4.7e-05 4.295e-05 5.4e-05 4.11e-05 7.48e-05 4.77e-05 5.01e-05 5.165e-05 6.25e-05 4.49e-05 5.03e-05 5.045e-05 4.78e-05 4.865e-05 4.695e-05
51 5.32e-05 5.205e-05 4.175e-05 2.19e-05 5.31e-05 2.19e-05 3.24e-05 7.37e-05 5.93e-05 8.54e-05 2.94e-05 3.13e-05 4.775e-05 5.31e-05 7.365e-05 3.22e-05 3.25e-05 2.615e-05 7.36e-05 2.605e-05 5.31e-05 5.19e-05 6.775e-05 3.05e-05 3.01e-05 4.605e-05 2.595e-05 5.585e-05 3.03e-05 3.65e-05 2.75e-05 4.7e-05 2.615e-05 3.015e-05 4.17e-05 3.14e-05 3.315e-05 7.365e-05 2.615e-05 3.015e-05 4.565e-05 4.575e-05 3.775e-05 3.315e-05 3.13e-05 5.035e-05 4.81e-05 5.23e-05 4.69e-05 4.165e-05 4.77e-05 4.36e-05 3.15e-05 4.175e-05 2.72e-05 5.195e-05 3.765e-05 3.07e-05 2.215e-05 4.59e-05 5.205e-05
52 4.84e-05 3.145e-05 4.705e-05 4.335e-05 3.14e-05 3.145e-05 3.075e-05 5.705e-05 5.46e-05 7.345e-05 1.225e-05 2.28e-05 3.835e-05 4.84e-05 5.7e-05 3.055e-05 3.07e-05 1.265e-05 5.695e-05 2.45e-05 4.83e-05 3.145e-05 5.4e-05 6e-06 5.65e-06 2.835e-05 2.465e-05 5.64e-05 5.75e-06 2.375e-05 1.265e-05 2.84e-05 2.46e-05 5.85e-06 3.525e-05 5.8e-06 3.165e-05 5.7e-05 2.46e-05 5.7e-06 2.83e-05 2.99e-05 2.37e-05 1.985e-05 2.28e-05 2.465e-05 3.795e-05 3.355e-05 4.67e-05 4.71e-05 5.01e-05 3.15e-05 1.13e-05 3.525e-05 2.955e-05 3.135e-05 2.375e-05 7.9e-06 3.14e-05 2.84e-05 4.795e-05
53 5.48e-05 4.44e-05 4.17e-05 5.125e-05 4.305e-05 4.185e-05 4.21e-05 5.225e-05 5.205e-05 6.21e-05 3.51e-05 4.685e-05 4.225e-05 5.47e-05 5.22e-05 4.19e-05 4.22e-05 3.445e-05 5.215e-05 4.38e-05 5.47e-05 4.43e-05 4.23e-05 3.68e-05 3.635e-05 3.44e-05 4.385e-05 6.12e-05 3.645e-05 4.405e-05 3.325e-05 3.335e-05 4.39e-05 3.645e-05 3.255e-05 3.53e-05 5.105e-05 5.22e-05 4.39e-05 3.64e-05 5.065e-05 3.64e-05 4.29e-05 4.16e-05 4.685e-05 4.22e-05 4.295e-05 4.26e-05 4.68e-05 4.2e-05 5.165e-05 4.175e-05 3.525e-05 6.45e-05 4.475e-05 4.43e-05 4.28e-05 3.475e-05 4.185e-05 3.46e-05 4.405e-05
54 4.855e-05 5.515e-05 5.87e-05 4.12e-05 5.835e-05 2.72e-05 3.77e-05 8.4e-05 6.435e-05 9.99e-05 2.3e-05 1.96e-05 4.86e-05 4.845e-05 8.395e-05 3.74e-05 3.77e-05 1.97e-05 8.39e-05 3.365e-05 4.845e-05 5.49e-05 8.02e-05 2.655e-05 2.61e-05 5.13e-05 3.37e-05 5.66e-05 2.62e-05 4.405e-05 2.305e-05 5.475e-05 3.375e-05 2.62e-05 4.49e-05 2.96e-05 4.09e-05 8.395e-05 3.375e-05 2.615e-05 4.91e-05 5.31e-05 4.745e-05 2.695e-05 1.96e-05 4.795e-05 4.895e-05 5.715e-05 4.675e-05 5.895e-05 6.25e-05 2.72e-05 2.955e-05 4.475e-05 2.6e-05 5.505e-05 4.735e-05 2.83e-05 2.73e-05 5.145e-05 7.1e-05
55 4.825e-05 3.13e-05 5.105e-05 5.875e-05 3.145e-05 5.19e-05 5.03e-05 3.125e-05 6.205e-05 5.525e-05 3.78e-05 4.83e-05 3.82e-05 4.825e-05 3.12e-05 5.01e-05 5.025e-05 3.81e-05 3.115e-05 4.49e-05 4.815e-05 3.13e-05 3.74e-05 3.14e-05 3.115e-05 3.735e-05 4.51e-05 5.575e-05 3.115e-05 4.33e-05 3.835e-05 3.76e-05 4.5e-05 3.13e-05 4.43e-05 3.15e-05 5.205e-05 3.12e-05 4.505e-05 3.12e-05 3.89e-05 3.73e-05 4.345e-05 4.53e-05 4.83e-05 3.115e-05 3.775e-05 3.12e-05 5.425e-05 5.11e-05 4.49e-05 5.195e-05 3.135e-05 4.43e-05 5.505e-05 6.23e-05 4.35e-05 3.115e-05 5.18e-05 3.74e-05 4.945e-05
56 6.025e-05 4.36e-05 4.49e-05 3.98e-05 4.12e-05 3.76e-05 2.855e-05 6.1e-05 5.255e-05 6.56e-05 3.005e-05 4.27e-05 4.825e-05 6.015e-05 6.095e-05 2.81e-05 2.85e-05 3.075e-05 6.09e-05 3.29e-05 6.015e-05 4.345e-05 5.56e-05 2.61e-05 2.59e-05 3.815e-05 3.29e-05 5.54e-05 2.61e-05 2.37e-05 2.855e-05 3.54e-05 3.3e-05 2.605e-05 4.245e-05 2.375e-05 3.295e-05 6.095e-05 3.3e-05 2.595e-05 3.26e-05 3.76e-05 2.14e-05 3.085e-05 4.27e-05 4.22e-05 4.76e-05 4.285e-05 5.405e-05 4.47e-05 5.03e-05 3.765e-05 2.375e-05 4.28e-05 4.735e-05 4.35e-05 4.24e-05 2.545e-05 3.775e-05 3.785e-05 3.525e-05
57 4.83e-05 3.13e-05 4.685e-05 4.285e-05 3.49e-05 3.065e-05 2.915e-05 5.825e-05 5.46e-05 7.46e-05 1.42e-05 2.15e-05 3.84e-05 4.82e-05 5.82e-05 2.885e-05 2.91e-05 1.13e-05 5.815e-05 2.345e-05 4.82e-05 3.125e-05 5.465e-05 4.65e-06 4.25e-06 2.76e-05 2.38e-05 5.66e-05 4.15e-06 2.185e-05 1.485e-05 3.165e-05 2.355e-05 4.45e-06 3.51e-05 8.2e-06 3.085e-05 5.82e-05 2.36e-05 4.3e-06 2.545e-05 2.965e-05 2.555e-05 1.875e-05 2.15e-05 2.38e-05 3.83e-05 3.115e-05 4.7e-05 4.735e-05 5.045e-05 3.07e-05 7.9e-06 3.475e-05 2.83e-05 3.115e-05 2.545e-05 8.3e-06 3.035e-05 2.8e-05 4.735e-05
58 5.315e-05 5.195e-05 4.165e-05 2.19e-05 5.33e-05 2.22e-05 3.27e-05 7.38e-05 5.96e-05 8.55e-05 2.925e-05 3.13e-05 4.805e-05 5.305e-05 7.375e-05 3.245e-05 3.275e-05 2.615e-05 7.37e-05 2.59e-05 5.305e-05 5.185e-05 6.765e-05 3.025e-05 2.99e-05 4.57e-05 2.6e-05 5.575e-05 2.99e-05 3.64e-05 2.76e-05 4.71e-05 2.59e-05 3.005e-05 4.195e-05 3.155e-05 3.32e-05 7.375e-05 2.595e-05 2.995e-05 4.57e-05 4.56e-05 3.785e-05 3.335e-05 3.13e-05 5e-05 4.82e-05 5.22e-05 4.7e-05 4.18e-05 4.78e-05 2.215e-05 3.14e-05 4.185e-05 2.73e-05 5.18e-05 3.775e-05 3.035e-05 4.38e-05 4.575e-05 5.215e-05
59 5.445e-05 3.755e-05 3.915e-05 5.05e-05 3.79e-05 4.585e-05 4.43e-05 4.7e-05 5.425e-05 5.715e-05 3.465e-05 4.5e-05 4.415e-05 5.435e-05 4.695e-05 4.4e-05 4.425e-05 3.455e-05 4.69e-05 3.915e-05 5.435e-05 3.745e-05 3.75e-05 2.825e-05 2.79e-05 2.795e-05 3.935e-05 6.085e-05 2.79e-05 3.75e-05 3.5e-05 2.83e-05 3.925e-05 2.805e-05 3.455e-05 2.855e-05 4.64e-05 4.695e-05 3.93e-05 2.795e-05 4.375e-05 2.98e-05 3.795e-05 4.185e-05 4.5e-05 3.545e-05 4.41e-05 3.75e-05 4.655e-05 3.93e-05 4.865e-05 4.59e-05 2.84e-05 3.46e-05 5.145e-05 3.74e-05 3.785e-05 2.8e-05 4.575e-05 5.58e-05 3.935e-05
60 6.615e-05 4.955e-05 3.715e-05 4.52e-05 4.735e-05 5.2e-05 4.2e-05 4.89e-05 5.22e-05 4.75e-05 5.42e-05 6.665e-05 5.39e-05 6.605e-05 4.885e-05 4.155e-05 4.195e-05 5.445e-05 4.88e-05 4.76e-05 6.605e-05 4.94e-05 3.91e-05 5.01e-05 4.99e-05 3.97e-05 4.76e-05 5.825e-05 5.01e-05 3.745e-05 5.245e-05 3.7e-05 4.77e-05 5.005e-05 4.365e-05 4.795e-05 4.765e-05 4.885e-05 4.77e-05 4.995e-05 4.79e-05 3.745e-05 3.535e-05 5.455e-05 6.665e-05 5.48e-05 5.34e-05 4.67e-05 5.405e-05 3.695e-05 4.695e-05 5.205e-05 4.795e-05 4.405e-05 7.1e-05 4.945e-05 3.525e-05 4.735e-05 5.215e-05 3.935e-05 4.94e-05
